species|n|Q05|Q95|A|C|D|E|F|A18
Gardenia erubescens|927|12|12|1|0|0|0|0|0
Gardenia ewartii|204|12|12|1|0|0|0|0|0
Gardenia faucicola|61|12|12|1|0|0|0|0|0
Gardenia fiorii|4|12|12|1|0|0|0|0|1
Gardenia fucata|337|12|12|1|0|0|0|0|0
Gardenia gardneri|7|12|12|1|0|0|0|0|0
Gardenia gordonii|1|12|12|1|0|0|0|0|0
Gardenia griffithii|2|12|12|1|0|0|0|0|1
Gardenia gummifera|7|12|12|1|0|0|0|0|0
Gardenia hainanensis|1|12|12|1|0|0|0|0|0
Gardenia imperialis|170|12|12|1|0|0|0|0|0
Gardenia jabiluka|5|12|12|1|0|0|0|0|1
Gardenia jasminoides|769|7.43|12|2|9|3|0|0|0
Gardenia kabaenensis|1|12|12|1|0|0|0|0|1
Gardenia kakaduensis|31|12|12|1|0|0|0|0|0
Gardenia kamialiensis|3|12|12|1|0|0|0|0|1
Gardenia leopoldiana|3|12|12|1|0|0|0|0|0
Gardenia mannii|3|1|12|2|9|9|3|0|0
Gardenia manongarivensis|2|12|12|1|0|0|0|0|0
Gardenia megasperma|1037|12|12|1|0|0|0|0|0
Gardenia mollis|3|12|12|1|0|0|0|0|0
Gardenia mutabilis|9|12|12|1|0|0|0|0|0
Gardenia nitida|72|12|12|1|0|0|0|0|1
Gardenia obtusifolia|25|12|12|1|0|0|0|0|0
Gardenia oudiepe|10|12|12|1|0|0|0|0|0
Gardenia ovularis|83|12|12|1|0|0|0|0|0
Gardenia papuana|7|12|12|1|0|0|0|0|1
Gardenia philastrei|4|12|12|1|0|0|0|0|0
Gardenia posoquerioides|23|12|12|1|0|0|0|0|0
Gardenia pterocalyx|11|12|12|1|0|0|0|0|1
Gardenia pyriformis|216|12|12|1|0|0|0|0|0
Gardenia remyi|4|12|12|1|0|0|0|0|0
Gardenia resinifera|10|12|12|1|0|0|0|0|0
Gardenia resiniflua|58|12|12|1|0|0|0|0|0
Gardenia resinosa|338|12|12|1|0|0|0|0|0
Gardenia rutenbergiana|77|12|12|1|0|0|0|0|0
Gardenia sambiranensis|15|12|12|1|0|0|0|0|0
Gardenia scabrella|84|12|12|1|0|0|0|0|0
Gardenia schwarzii|131|12|12|1|0|0|0|0|0
Gardenia sericea|4|12|12|1|0|0|0|0|0
Gardenia sokotensis|184|12|12|1|0|0|0|0|0
Gardenia sootepensis|29|12|12|1|0|0|0|0|0
Gardenia subcarinata|6|12|12|1|0|0|0|0|0
Gardenia taitensis|27|12|12|1|0|0|0|0|0
Gardenia tannaensis|11|12|12|1|0|0|0|0|0
Gardenia ternifolia|1244|12|12|1|0|0|0|0|0
Gardenia tessellaris|66|12|12|1|0|0|0|0|0
Gardenia thailandica|3|12|12|1|0|0|0|0|1
Gardenia thunbergia|61|10.13|12|2|3|0|0|0|0
Gardenia transvenulosa|50|12|12|1|0|0|0|0|0
Gardenia tubifera|36|12|12|1|0|0|0|0|0
Gardenia vilhelmii|134|12|12|1|0|0|0|0|0
Gardenia vogelii|52|12|12|1|0|0|0|0|0
Gardenia volkensii|171|10.16|12|2|3|0|0|0|0
Gardenia vulcanica|1|12|12|1|0|0|0|0|1
Gardeniopsis longifolia|15|12|12|1|0|0|0|0|1
Garnieria spathulifolia|37|12|12|1|0|0|0|0|0
Garrettia siamensis|5|12|12|1|0|0|0|0|0
Garrya elliptica|453|5.71|11.96|0|2|3|0|0|0
Garrya fadyenii|58|7.7|12|2|9|3|0|0|0
Garrya flavescens|643|4.89|10.65|0|2|3|0|0|0
Garrya fremontii|252|3.36|9.05|0|2|9|3|0|0
Garrya glaberrima|49|8.3|12|2|3|0|0|0|0
Garrya laurifolia|690|6.09|12|2|9|3|0|0|0
Garrya longifolia|92|10.07|12|2|3|0|0|0|0
Garrya ovata|486|7.49|12|2|9|3|0|0|0
Garrya salicifolia|14|12|12|1|0|0|0|0|0
Garrya veatchii|370|5.7|12|2|9|3|0|0|0
Garrya wrightii|365|5.52|11.6|0|2|3|0|0|0
Garuga floribunda|148|11.09|12|2|3|0|0|0|0
Garuga forrestii|6|8|12|2|3|0|0|0|0
Garuga pierrei|2|12|12|1|0|0|0|0|0
Garuga pinnata|40|12|12|1|0|0|0|0|0
Gastrolepis austrocaledonica|20|12|12|1|0|0|0|0|0
Gastrolobium bilobum|149|9.9|12|2|3|0|0|0|0
Gastrolobium ferrugineum|3|12|12|1|0|0|0|0|0
Gastrolobium spectabile|5|12|12|1|0|0|0|0|0
Gaulettia canescens|1|12|12|1|0|0|0|0|0
Gaulettia canomensis|70|12|12|1|0|0|0|0|0
Gaulettia cognata|24|12|12|1|0|0|0|0|1
Gaulettia elata|14|12|12|1|0|0|0|0|1
Gaulettia foveolata|8|12|12|1|0|0|0|0|1
Gaulettia parillo|99|12|12|1|0|0|0|0|1
Gaulettia racemosa|30|12|12|1|0|0|0|0|1
Gaultheria acuminata|312|8.48|12|2|3|0|0|0|0
Gaultheria bracteata|150|0.6|12|2|9|9|9|3|0
Gaultheria erecta|1588|0|12|2|9|9|9|3|0
Gaultheria eriophylla|110|7.83|12|2|9|3|0|0|0
Gaultheria fragrantissima|105|5.03|11.82|0|2|3|0|0|0
Gaultheria griffithiana|60|4|11.5|0|2|3|0|0|0
Gaultheria itatiaiae|29|7|12|2|9|3|0|0|0
Gaultheria malayana|7|12|12|1|0|0|0|0|0
Gaultheria marginata|1|12|12|1|0|0|0|0|1
Gaussia attenuata|1|12|12|1|0|0|0|0|1
Gaussia gomez-pompae|6|12|12|1|0|0|0|0|0
Gaussia maya|31|12|12|1|0|0|0|0|0
Gaussia princeps|1|12|12|1|0|0|0|0|0
Gaylussacia brasiliensis|578|11.08|12|2|3|0|0|0|0
Gaylussacia montana|43|12|12|1|0|0|0|0|0
Gaylussacia oleifolia|23|12|12|1|0|0|0|0|0
Gaylussacia rhododendron|10|12|12|1|0|0|0|0|0
Gaylussacia salicifolia|24|12|12|1|0|0|0|0|0
Geijera balansae|13|12|12|1|0|0|0|0|0
Geijera linearifolia|1996|11.06|12|2|3|0|0|0|0
Geijera paniculata|14|12|12|1|0|0|0|0|0
Geijera parviflora|4223|9.91|12|2|3|0|0|0|0
Geijera salicifolia|1014|9.3|12|2|3|0|0|0|0
Geissanthus ambiguus|45|12|12|1|0|0|0|0|0
Geissanthus andinus|139|0|12|2|9|9|9|3|0
Geissanthus argutus|18|0|12|2|9|9|9|3|0
Geissanthus bangii|20|12|12|1|0|0|0|0|0
Geissanthus barraganus|1|12|12|1|0|0|0|0|0
Geissanthus betancurii|14|12|12|1|0|0|0|0|0
Geissanthus bogotensis|91|0|12|2|9|9|9|3|0
Geissanthus callejasii|4|12|12|1|0|0|0|0|0
Geissanthus cestrifolius|8|12|12|1|0|0|0|0|0
Geissanthus challuayacus|7|12|12|1|0|0|0|0|0
Geissanthus cogolloi|7|12|12|1|0|0|0|0|0
Geissanthus ecuadorensis|20|12|12|1|0|0|0|0|0
Geissanthus fallenae|7|12|12|1|0|0|0|0|0
Geissanthus floribundus|1|12|12|1|0|0|0|0|1
Geissanthus fragrans|20|12|12|1|0|0|0|0|0
Geissanthus francoae|4|12|12|1|0|0|0|0|0
Geissanthus goudotianus|1|12|12|1|0|0|0|0|0
Geissanthus kalbreyeri|8|10|12|2|3|0|0|0|0
Geissanthus lepidotus|8|11|12|2|3|0|0|0|0
Geissanthus longistamineus|96|12|12|1|0|0|0|0|0
Geissanthus mezianus|17|12|12|1|0|0|0|0|0
Geissanthus myrianthus|1|12|12|1|0|0|0|0|0
Geissanthus occidentalis|67|0.3|12|2|9|9|9|3|0
Geissanthus perpuncticulosus|22|0.65|12|2|9|9|9|3|0
Geissanthus pichinchae|15|0|12|2|9|9|9|3|0
Geissanthus quindiensis|30|0|12|2|9|9|9|3|0
Geissanthus sararensis|2|12|12|1|0|0|0|0|0
Geissanthus sodiroanus|4|12|12|1|0|0|0|0|0
Geissanthus spectabilis|2|12|12|1|0|0|0|0|0
Geissanthus vanderwerffii|16|0|12|2|9|9|9|3|0
Geissanthus zakii|1|12|12|1|0|0|0|0|0
Geissois belema|2|12|12|1|0|0|0|0|0
Geissois bradfordii|2|12|12|1|0|0|0|0|0
Geissois denhamii|25|12|12|1|0|0|0|0|0
Geissois hippocastanifolia|4|12|12|1|0|0|0|0|0
Geissois hirsuta|19|12|12|1|0|0|0|0|0
Geissois lanceolata|8|12|12|1|0|0|0|0|0
Geissois montana|19|12|12|1|0|0|0|0|0
Geissois pentaphylla|1|12|12|1|0|0|0|0|1
Geissois polyphylla|12|12|12|1|0|0|0|0|0
Geissois pruinosa|29|12|12|1|0|0|0|0|0
Geissois racemosa|10|12|12|1|0|0|0|0|0
Geissois superba|6|12|12|1|0|0|0|0|0
Geissois ternata|2|12|12|1|0|0|0|0|1
Geissois trifoliolata|4|12|12|1|0|0|0|0|0
Geissois velutina|6|12|12|1|0|0|0|0|0
Geissospermum argenteum|70|12|12|1|0|0|0|0|1
Geissospermum laeve|89|12|12|1|0|0|0|0|0
Geissospermum reticulatum|34|12|12|1|0|0|0|0|0
Geissospermum sericeum|34|12|12|1|0|0|0|0|0
Geissospermum urceolatum|18|12|12|1|0|0|0|0|1
Gelrebia glandulosopedicellata|2|12|12|1|0|0|0|0|0
Geniostoma antherotrichum|46|6.47|12|2|9|3|0|0|0
Geniostoma balansanum|18|12|12|1|0|0|0|0|0
Geniostoma biseriale|1|12|12|1|0|0|0|0|1
Geniostoma celastrineum|16|12|12|1|0|0|0|0|0
Geniostoma densiflora|71|12|12|1|0|0|0|0|0
Geniostoma erythrosperma|15|12|12|1|0|0|0|0|0
Geniostoma glaucescens|18|12|12|1|0|0|0|0|0
Geniostoma hedyosmifolium|14|12|12|1|0|0|0|0|0
Geniostoma hirtellum|13|12|12|1|0|0|0|0|0
Geniostoma leenhoutsii|2|12|12|1|0|0|0|0|1
Geniostoma lydgatei|5|12|12|1|0|0|0|0|0
Geniostoma novae-caledoniae|10|12|12|1|0|0|0|0|0
Geniostoma petiolosum|14|12|12|1|0|0|0|0|0
Geniostoma randianum|10|9|12|2|3|0|0|0|0
Geniostoma rapense|2|12|12|1|0|0|0|0|0
Geniostoma rupestre|4173|5.99|11.99|0|2|3|0|0|0
Geniostoma stipulare|2|12|12|1|0|0|0|0|0
Geniostoma tinifolium|1|12|12|1|0|0|0|0|0
Geniostoma trichostylum|2|12|12|1|0|0|0|0|1
Geniostoma triflorum|1|12|12|1|0|0|0|0|0
Geniostoma vestitum|23|12|12|1|0|0|0|0|0
Geniostoma waiolani|4|12|12|1|0|0|0|0|0
Geniostoma weinlandii|25|12|12|1|0|0|0|0|0
Genipa americana|1670|12|12|1|0|0|0|0|0
Genipa infundibuliformis|10|12|12|1|0|0|0|0|0
Genipa spruceana|315|12|12|1|0|0|0|0|0
Genista aetnensis|48|3.9|11.44|0|2|9|3|0|0
Genista maderensis|10|7|12|2|9|3|0|0|0
Genista tyrrhena|3|8|12|2|3|0|0|0|0
Geobalanus retifolius|19|12|12|1|0|0|0|0|0
Geobalanus riverae|29|12|12|1|0|0|0|0|0
Geoffroea decorticans|259|7.44|12|2|9|3|0|0|0
Geoffroea spinosa|192|12|12|1|0|0|0|0|0
Geonoma aspidiifolia|30|12|12|1|0|0|0|0|0
Geonoma baculifera|127|12|12|1|0|0|0|0|1
Geonoma brongniartii|389|12|12|1|0|0|0|0|0
Geonoma calyptrogynoidea|31|12|12|1|0|0|0|0|1
Geonoma camana|180|12|12|1|0|0|0|0|0
Geonoma chococola|29|12|12|1|0|0|0|0|1
Geonoma congesta|218|12|12|1|0|0|0|0|0
Geonoma cuneata|631|12|12|1|0|0|0|0|0
Geonoma deversa|1000|12|12|1|0|0|0|0|0
Geonoma elegans|226|12|12|1|0|0|0|0|0
Geonoma ferruginea|152|12|12|1|0|0|0|0|0
Geonoma galeanoae|4|12|12|1|0|0|0|0|0
Geonoma hollinensis|2|12|12|1|0|0|0|0|0
Geonoma interrupta|423|12|12|1|0|0|0|0|0
Geonoma laxiflora|59|12|12|1|0|0|0|0|0
Geonoma lehmannii|82|12|12|1|0|0|0|0|0
Geonoma longivaginata|62|12|12|1|0|0|0|0|0
Geonoma macrostachys|985|12|12|1|0|0|0|0|0
Geonoma maxima|682|12|12|1|0|0|0|0|0
Geonoma mooreana|17|12|12|1|0|0|0|0|0
Geonoma multisecta|29|12|12|1|0|0|0|0|0
Geonoma occidentalis|19|12|12|1|0|0|0|0|0
Geonoma oldemanii|15|12|12|1|0|0|0|0|1
Geonoma oligoclona|10|12|12|1|0|0|0|0|1
Geonoma orbignyana|477|11.07|12|2|3|0|0|0|0
Geonoma pauciflora|79|12|12|1|0|0|0|0|0
Geonoma pinnatifrons|233|12|12|1|0|0|0|0|0
Geonoma poeppigiana|160|12|12|1|0|0|0|0|1
Geonoma pohliana|424|12|12|1|0|0|0|0|0
Geonoma schizocarpa|6|12|12|1|0|0|0|0|1
Geonoma schottiana|315|9.29|12|2|3|0|0|0|0
Geonoma stricta|873|12|12|1|0|0|0|0|0
Geonoma triandra|25|12|12|1|0|0|0|0|0
Geonoma triglochin|66|12|12|1|0|0|0|0|0
Geonoma trigona|8|0|12|2|9|9|9|3|0
Geonoma undata|631|11.04|12|2|3|0|0|0|0
Geranium arboreum|5|5|12|2|9|3|0|0|0
Gereaua perrieri|22|12|12|1|0|0|0|0|0
Gerrardina foliosa|44|12|12|1|0|0|0|0|0
Gesneria alpina|2|12|12|1|0|0|0|0|0
Gesneria calycina|2|12|12|1|0|0|0|0|0
Gesneria calycosa|1|12|12|1|0|0|0|0|1
Gesneria cubensis|12|12|12|1|0|0|0|0|0
Gesneria exserta|2|12|12|1|0|0|0|0|0
Gesneria hypoclada|9|12|12|1|0|0|0|0|0
Gesneria pedunculosa|39|12|12|1|0|0|0|0|0
Gesneria scabra|4|12|12|1|0|0|0|0|1
Gesneria viridiflora|22|12|12|1|0|0|0|0|0
Gesnouinia arborea|45|11.01|12|2|3|0|0|0|0
Gevuina avellana|122|3.84|8.92|0|2|9|3|0|0
Gibsoniothamnus allenii|18|12|12|1|0|0|0|0|0
Gibsoniothamnus latidentatus|12|12|12|1|0|0|0|0|0
Gibsoniothamnus mirificus|19|12|12|1|0|0|0|0|0
Gigasiphon amplum|1|12|12|1|0|0|0|0|1
Gigasiphon humblotianum|4|12|12|1|0|0|0|0|0
Gigasiphon macrosiphon|14|12|12|1|0|0|0|0|0
Gilbertiodendron aylmeri|12|12|12|1|0|0|0|0|0
Gilbertiodendron bambolense|3|12|12|1|0|0|0|0|0
Gilbertiodendron barbulatum|2|12|12|1|0|0|0|0|0
Gilbertiodendron bilineatum|13|12|12|1|0|0|0|0|0
Gilbertiodendron brachystegioides|52|12|12|1|0|0|0|0|0
Gilbertiodendron breteleri|11|12|12|1|0|0|0|0|0
Gilbertiodendron breynei|4|12|12|1|0|0|0|0|0
Gilbertiodendron demonstrans|33|12|12|1|0|0|0|0|1
Gilbertiodendron dewevrei|155|12|12|1|0|0|0|0|0
Gilbertiodendron diphyllum|85|12|12|1|0|0|0|0|1
Gilbertiodendron ebo|9|12|12|1|0|0|0|0|0
Gilbertiodendron ecoukense|11|12|12|1|0|0|0|0|0
Gilbertiodendron grandiflorum|5|12|12|1|0|0|0|0|1
Gilbertiodendron grandistipulatum|12|12|12|1|0|0|0|0|0
Gilbertiodendron imenoense|3|12|12|1|0|0|0|0|1
Gilbertiodendron ivorense|17|12|12|1|0|0|0|0|1
Gilbertiodendron klainei|17|12|12|1|0|0|0|0|1
Gilbertiodendron limba|55|12|12|1|0|0|0|0|0
Gilbertiodendron limosum|3|12|12|1|0|0|0|0|1
Gilbertiodendron maximum|3|12|12|1|0|0|0|0|1
Gilbertiodendron mayombense|11|12|12|1|0|0|0|0|0
Gilbertiodendron minkebense|9|12|12|1|0|0|0|0|0
Gilbertiodendron newberyi|3|12|12|1|0|0|0|0|1
Gilbertiodendron ngouniense|9|12|12|1|0|0|0|0|0
Gilbertiodendron obliquum|1|12|12|1|0|0|0|0|1
Gilbertiodendron ogoouense|59|12|12|1|0|0|0|0|0
Gilbertiodendron pachyanthum|1|12|12|1|0|0|0|0|1
Gilbertiodendron preussii|59|12|12|1|0|0|0|0|0
Gilbertiodendron quinquejugum|16|12|12|1|0|0|0|0|0
Gilbertiodendron robynsianum|15|12|12|1|0|0|0|0|1
Gilbertiodendron scutatum|12|12|12|1|0|0|0|0|1
Gilbertiodendron splendidum|36|12|12|1|0|0|0|0|1
Gilbertiodendron stipulaceum|32|12|12|1|0|0|0|0|0
Gilbertiodendron sulfureum|10|12|12|1|0|0|0|0|0
Gilbertiodendron tonkolili|9|12|12|1|0|0|0|0|0
Gilbertiodendron unijugum|53|12|12|1|0|0|0|0|0
Gilbertiodendron zenkeri|1|12|12|1|0|0|0|0|1
Gillbeea adenopetala|108|12|12|1|0|0|0|0|0
Gillbeea papuana|16|12|12|1|0|0|0|0|0
Gillbeea whypallana|34|12|12|1|0|0|0|0|0
Gilletiodendron glandulosum|15|12|12|1|0|0|0|0|0
Gilletiodendron kisantuense|9|12|12|1|0|0|0|0|0
Gilletiodendron mildbraedii|15|12|12|1|0|0|0|0|0
Gilletiodendron pierreanum|74|12|12|1|0|0|0|0|0
Ginkgo biloba|2421|4.75|9.05|0|2|3|0|0|0
Ginoria ginorioides|1|12|12|1|0|0|0|0|0
Ginoria glabra|1|12|12|1|0|0|0|0|0
Ginoria koehneana|2|12|12|1|0|0|0|0|1
Ginoria nudiflora|60|12|12|1|0|0|0|0|0
Ginoria rohrii|4|12|12|1|0|0|0|0|1
Gironniera celtidifolia|86|12|12|1|0|0|0|0|0
Gironniera hirta|51|12|12|1|0|0|0|0|1
Gironniera nervosa|135|12|12|1|0|0|0|0|0
Gironniera parvifolia|34|12|12|1|0|0|0|0|0
Gironniera rhamnifolia|4|12|12|1|0|0|0|0|1
Gironniera subaequalis|232|11.1|12|2|3|0|0|0|0
Gitara nicaraguensis|270|12|12|1|0|0|0|0|0
Givotia gosai|2|12|12|1|0|0|0|0|1
Givotia madagascariensis|45|12|12|1|0|0|0|0|0
Givotia moluccana|6|12|12|1|0|0|0|0|0
Givotia stipularis|43|12|12|1|0|0|0|0|0
Gjellerupia papuana|4|12|12|1|0|0|0|0|1
Glandonia macrocarpa|11|12|12|1|0|0|0|0|1
Glandonia prancei|4|12|12|1|0|0|0|0|1
Glandonia williamsii|31|12|12|1|0|0|0|0|1
Gleasonia cururuensis|2|12|12|1|0|0|0|0|0
Gleasonia duidana|24|12|12|1|0|0|0|0|0
Gleasonia prancei|12|12|12|1|0|0|0|0|0
Gleasonia uaupensis|4|12|12|1|0|0|0|0|1
Gleditsia amorphoides|79|12|12|1|0|0|0|0|0
Gleditsia aquatica|113|6.4|12|2|9|3|0|0|0
Gleditsia australis|7|9|12|2|3|0|0|0|0
Gleditsia caspia|1|8|8|0|1|0|0|0|0
Gleditsia fera|10|9|12|2|3|0|0|0|0
Gleditsia japonica|122|5.27|9.83|0|2|3|0|0|0
Gleditsia sinensis|140|5.11|11.75|0|2|3|0|0|0
Gleditsia triacanthos|12069|4.72|11.44|0|2|3|0|0|0
Glenniea adamii|12|12|12|1|0|0|0|0|0
Glenniea africana|12|12|12|1|0|0|0|0|0
Glenniea penangensis|7|12|12|1|0|0|0|0|0
Glenniea pervillei|5|12|12|1|0|0|0|0|0
Glenniea philippinensis|3|12|12|1|0|0|0|0|1
Glenniea thorelii|6|12|12|1|0|0|0|0|1
Glenniea unijuga|3|12|12|1|0|0|0|0|0
Glenniea unijugata|11|12|12|1|0|0|0|0|0
Gliricidia brenningii|25|12|12|1|0|0|0|0|0
Gliricidia ehrenbergii|38|12|12|1|0|0|0|0|0
Gliricidia robusta|9|12|12|1|0|0|0|0|0
Gliricidia sepium|1773|12|12|1|0|0|0|0|0
Globulostylis cuvieroides|7|12|12|1|0|0|0|0|0
Globulostylis leniochlamys|13|12|12|1|0|0|0|0|0
Globulostylis minor|5|12|12|1|0|0|0|0|1
Globulostylis uncinula|31|12|12|1|0|0|0|0|0
Glochidion auii|1|12|12|1|0|0|0|0|1
Glochidion azaleon|1|12|12|1|0|0|0|0|0
Glochidion barronense|7|12|12|1|0|0|0|0|0
Glochidion beehleri|2|12|12|1|0|0|0|0|0
Glochidion beguinii|3|12|12|1|0|0|0|0|1
Glochidion benthamianum|129|12|12|1|0|0|0|0|0
Glochidion borgmannii|7|12|12|1|0|0|0|0|0
Glochidion bullatissimum|2|12|12|1|0|0|0|0|0
Glochidion calospermum|20|12|12|1|0|0|0|0|0
Glochidion carrickii|2|12|12|1|0|0|0|0|1
Glochidion carrii|2|12|12|1|0|0|0|0|0
Glochidion castaneum|9|12|12|1|0|0|0|0|1
Glochidion chlamydogyne|4|12|12|1|0|0|0|0|0
Glochidion chondrocarpum|4|12|12|1|0|0|0|0|1
Glochidion collectorum|1|12|12|1|0|0|0|0|1
Glochidion conostylum|3|12|12|1|0|0|0|0|1
Glochidion cupreum|2|12|12|1|0|0|0|0|0
Glochidion delticola|3|12|12|1|0|0|0|0|1
Glochidion discogyne|1|12|12|1|0|0|0|0|1
Glochidion disparipes|177|12|12|1|0|0|0|0|0
Glochidion dodecapterum|2|12|12|1|0|0|0|0|0
Glochidion drypetifolium|2|12|12|1|0|0|0|0|0
Glochidion dumicola|4|12|12|1|0|0|0|0|0
Glochidion elaphrocarpum|1|12|12|1|0|0|0|0|0
Glochidion elmeri|17|12|12|1|0|0|0|0|0
Glochidion eucleoides|26|12|12|1|0|0|0|0|0
Glochidion ferdinandii|17|12|12|1|0|0|0|0|0
Glochidion formanii|1|12|12|1|0|0|0|0|0
Glochidion frodinii|4|12|12|1|0|0|0|0|0
Glochidion galorii|4|12|12|1|0|0|0|0|0
Glochidion gracile|3|12|12|1|0|0|0|0|0
Glochidion granulare|13|12|12|1|0|0|0|0|0
Glochidion grossum|3|12|12|1|0|0|0|0|0
Glochidion hylandii|77|12|12|1|0|0|0|0|0
Glochidion insectum|22|12|12|1|0|0|0|0|0
Glochidion intercastellanum|3|12|12|1|0|0|0|0|0
Glochidion katikii|3|12|12|1|0|0|0|0|0
Glochidion kerangae|16|12|12|1|0|0|0|0|1
Glochidion kopiaginis|2|12|12|1|0|0|0|0|0
Glochidion kostermansii|3|12|12|1|0|0|0|0|0
Glochidion kunstlerianum|5|12|12|1|0|0|0|0|1
Glochidion lambiricum|1|12|12|1|0|0|0|0|1
Glochidion lanceolatum|42|12|12|1|0|0|0|0|0
Glochidion loerzingii|1|12|12|1|0|0|0|0|1
Glochidion macrocarpum|37|2.83|12|2|9|9|3|0|0
Glochidion macrostigma|14|12|12|1|0|0|0|0|1
Glochidion medogense|1|9|9|0|1|0|0|0|0
Glochidion mindorense|17|12|12|1|0|0|0|0|0
Glochidion mitrastylum|6|12|12|1|0|0|0|0|0
Glochidion moluccanum|5|12|12|1|0|0|0|0|1
Glochidion monostylum|6|12|12|1|0|0|0|0|0
Glochidion mop|2|12|12|1|0|0|0|0|1
Glochidion namilo|6|12|12|1|0|0|0|0|0
Glochidion nesophilum|7|12|12|1|0|0|0|0|0
Glochidion nobile|2|12|12|1|0|0|0|0|0
Glochidion nothofageticum|2|12|12|1|0|0|0|0|0
Glochidion novaegeorgiae|8|12|12|1|0|0|0|0|1
Glochidion novoguineense|92|12|12|1|0|0|0|0|0
Glochidion oblongifolium|3|0|12|2|9|9|9|3|0
Glochidion oxygonum|4|12|12|1|0|0|0|0|0
Glochidion pachyconum|16|11.04|12|2|3|0|0|0|0
Glochidion paludicola|1|12|12|1|0|0|0|0|1
Glochidion philippicum|232|11.02|12|2|3|0|0|0|0
Glochidion phyllochlamys|3|12|12|1|0|0|0|0|0
Glochidion pomiferum|30|12|12|1|0|0|0|0|0
Glochidion praeclarum|1|12|12|1|0|0|0|0|1
Glochidion pruinosum|2|12|12|1|0|0|0|0|0
Glochidion pubicapsa|13|12|12|1|0|0|0|0|1
Glochidion pungens|24|12|12|1|0|0|0|0|0
Glochidion pyriforme|3|12|12|1|0|0|0|0|0
Glochidion ramiflorum|57|12|12|1|0|0|0|0|0
Glochidion retinerve|2|12|12|1|0|0|0|0|0
Glochidion rugulosum|4|12|12|1|0|0|0|0|1
Glochidion saccocarpum|1|12|12|1|0|0|0|0|1
Glochidion santisukii|1|12|12|1|0|0|0|0|0
Glochidion sessiliflorum|88|12|12|1|0|0|0|0|0
Glochidion singaporense|7|12|12|1|0|0|0|0|0
Glochidion stipulare|8|12|12|1|0|0|0|0|0
Glochidion striatum|6|12|12|1|0|0|0|0|0
Glochidion styliferum|16|12|12|1|0|0|0|0|0
Glochidion stylosum|2|12|12|1|0|0|0|0|1
Glochidion subfalcatum|4|12|12|1|0|0|0|0|0
Glochidion superbum|66|12|12|1|0|0|0|0|1
Glochidion tetrapteron|4|12|12|1|0|0|0|0|0
Glochidion trusanicum|1|12|12|1|0|0|0|0|1
Glochidion williamsii|8|12|12|1|0|0|0|0|0
Glochidion wisselense|7|12|12|1|0|0|0|0|0
Glochidion xestophyllum|1|12|12|1|0|0|0|0|1
Glochidion zeylanicum|884|11.09|12|2|3|0|0|0|0
Gloeocarpus patentivalvis|7|12|12|1|0|0|0|0|0
Gloeospermum grandifolium|14|12|12|1|0|0|0|0|0
Gloeospermum longifolium|81|12|12|1|0|0|0|0|0
Glossocalyx longicuspis|66|12|12|1|0|0|0|0|0
Glossocarya scandens|1|12|12|1|0|0|0|0|1
Glossostipula blepharophylla|23|12|12|1|0|0|0|0|0
Glossostipula concinna|151|12|12|1|0|0|0|0|0
Glossostipula strigosa|4|12|12|1|0|0|0|0|0
Gluema ivorensis|34|12|12|1|0|0|0|0|1
Gluema korupensis|4|12|12|1|0|0|0|0|1
Gluta aptera|42|12|12|1|0|0|0|0|0
Gluta beccarii|10|12|12|1|0|0|0|0|1
Gluta cambodiana|4|12|12|1|0|0|0|0|0
Gluta capituliflora|2|12|12|1|0|0|0|0|1
Gluta compacta|1|12|12|1|0|0|0|0|0
Gluta curtisii|5|12|12|1|0|0|0|0|0
Gluta elegans|18|12|12|1|0|0|0|0|0
Gluta laccifera|7|12|12|1|0|0|0|0|1
Gluta lanceolata|1|12|12|1|0|0|0|0|1
Gluta laxiflora|12|12|12|1|0|0|0|0|1
Gluta macrocarpa|25|12|12|1|0|0|0|0|0
Gluta malayana|2|12|12|1|0|0|0|0|1
Gluta megalocarpa|2|12|12|1|0|0|0|0|0
Gluta oba|13|12|12|1|0|0|0|0|1
Gluta obovata|20|12|12|1|0|0|0|0|0
Gluta papuana|14|12|12|1|0|0|0|0|1
Gluta pubescens|5|12|12|1|0|0|0|0|1
Gluta renghas|16|12|12|1|0|0|0|0|1
Gluta rugulosa|7|12|12|1|0|0|0|0|1
Gluta sabahana|27|12|12|1|0|0|0|0|1
Gluta speciosa|7|12|12|1|0|0|0|0|1
Gluta tavoyana|4|12|12|1|0|0|0|0|0
Gluta torquata|2|12|12|1|0|0|0|0|1
Gluta tourtour|15|12|12|1|0|0|0|0|0
Gluta travancorica|2|12|12|1|0|0|0|0|1
Gluta usitata|27|12|12|1|0|0|0|0|0
Gluta velutina|21|12|12|1|0|0|0|0|1
Gluta wallichii|84|12|12|1|0|0|0|0|1
Gluta wrayi|7|12|12|1|0|0|0|0|1
Glycosmis chlorosperma|45|12|12|1|0|0|0|0|1
Glycosmis crassifolia|1|12|12|1|0|0|0|0|1
Glycosmis cyanocarpa|19|12|12|1|0|0|0|0|0
Glycosmis esquirolii|7|12|12|1|0|0|0|0|0
Glycosmis greenei|3|12|12|1|0|0|0|0|1
Glycosmis lanceolata|11|12|12|1|0|0|0|0|1
Glycosmis macrantha|21|12|12|1|0|0|0|0|1
Glycosmis macrophylla|43|12|12|1|0|0|0|0|0
