species,n,Q05,Q95,A,C,D,E,F,A18,Tmo10
Artocarpus longifolius,7,12.0,12.0,1,0,0,0,0,1,tropical (minimum temperature of coldest month ≥18°C) (1) | polar (1)
Artocarpus lowii,2,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Artocarpus nigrifolius,1,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Artocarpus nitidus,146,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Artocarpus nobilis,5,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Artocarpus obtusus,2,12.0,12.0,1,0,0,0,0,1,tropical (minimum temperature of coldest month ≥18°C) (1) | polar (1)
Artocarpus odoratissimus,48,12.0,12.0,1,0,0,0,0,1,tropical (minimum temperature of coldest month ≥18°C) (1) | polar (1)
Artocarpus petelotii,4,9.0,12.0,2,3,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (2) | tropical (minimum temperature of coldest month <18°C) (3)
Artocarpus pithecogallus,1,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Artocarpus rigidus,77,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Artocarpus rubrovenia,19,12.0,12.0,1,0,0,0,0,1,tropical (minimum temperature of coldest month ≥18°C) (1) | polar (1)
Artocarpus sarawakensis,7,12.0,12.0,1,0,0,0,0,1,tropical (minimum temperature of coldest month ≥18°C) (1) | polar (1)
Artocarpus sepicanus,21,12.0,12.0,1,0,0,0,0,1,tropical (minimum temperature of coldest month ≥18°C) (1) | polar (1)
Artocarpus sericicarpus,9,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Artocarpus styracifolius,31,9.37,12.0,2,3,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (2) | tropical (minimum temperature of coldest month <18°C) (3)
Artocarpus tamaran,13,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Artocarpus teysmannii,15,12.0,12.0,1,0,0,0,0,1,tropical (minimum temperature of coldest month ≥18°C) (1) | polar (1)
Artocarpus thailandicus,6,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Artocarpus tomentosulus,14,12.0,12.0,1,0,0,0,0,1,tropical (minimum temperature of coldest month ≥18°C) (1) | polar (1)
Artocarpus tonkinensis,16,9.0,12.0,2,3,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (2) | tropical (minimum temperature of coldest month <18°C) (3)
Artocarpus treculianus,6,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Artocarpus vriesianus,31,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Arytera arcuata,9,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Arytera bifoliolata,66,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Arytera brachyphylla,1,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Arytera brackenridgei,28,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Arytera chartacea,10,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Arytera collina,4,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Arytera densiflora,6,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Arytera dictyoneura,28,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Arytera distylis,294,11.09,12.0,2,3,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (2) | tropical (minimum temperature of coldest month <18°C) (3)
Arytera divaricata,622,11.0,12.0,2,3,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (2) | tropical (minimum temperature of coldest month <18°C) (3)
Arytera foveolata,74,11.07,12.0,2,3,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (2) | tropical (minimum temperature of coldest month <18°C) (3)
Arytera gracilipes,10,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Arytera lepidota,6,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Arytera lineosquamulata,2,12.0,12.0,1,0,0,0,0,1,tropical (minimum temperature of coldest month ≥18°C) (1) | polar (1)
Arytera littoralis,119,11.09,12.0,2,3,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (2) | tropical (minimum temperature of coldest month <18°C) (3)
Arytera microphylla,50,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Arytera miniata,2,12.0,12.0,1,0,0,0,0,1,tropical (minimum temperature of coldest month ≥18°C) (1) | polar (1)
Arytera morobeana,3,12.0,12.0,1,0,0,0,0,1,tropical (minimum temperature of coldest month ≥18°C) (1) | polar (1)
Arytera multijuga,4,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Arytera musca,2,12.0,12.0,1,0,0,0,0,1,tropical (minimum temperature of coldest month ≥18°C) (1) | polar (1)
Arytera nekorensis,4,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Arytera neoebudensis,15,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Arytera novaebrittanniae,1,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Arytera pauciflora,98,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Arytera pseudofoveolata,11,12.0,12.0,1,0,0,0,0,1,tropical (minimum temperature of coldest month ≥18°C) (1) | polar (1)
Ascarina diffusa,6,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Ascarina lucida,1448,5.63,8.11,0,2,3,0,0,0,tropical (minimum temperature of coldest month <18°C) (2) | subtropical (3)
Ascarina maheshwarii,4,12.0,12.0,1,0,0,0,0,1,tropical (minimum temperature of coldest month ≥18°C) (1) | polar (1)
Ascarina marquesensis,8,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Ascarina philippinensis,55,3.13,12.0,2,9,9,3,0,0,tropical (minimum temperature of coldest month ≥18°C) (2) | tropical (minimum temperature of coldest month <18°C) (9) | subtropical (9) | temperate (3)
Ascarina polystachya,8,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Ascarina rubricaulis,48,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Ascarina solmsiana,21,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Ascarina subfalcata,4,12.0,12.0,1,0,0,0,0,1,tropical (minimum temperature of coldest month ≥18°C) (1) | polar (1)
Ascarina swamyana,2,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Asemeia acuminata,121,10.18,12.0,2,3,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (2) | tropical (minimum temperature of coldest month <18°C) (3)
Ashtonia excelsa,19,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Ashtonia praeterita,1,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Asimina obovata,81,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Asimina parviflora,443,7.39,12.0,2,9,3,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (2) | tropical (minimum temperature of coldest month <18°C) (9) | subtropical (3)
Asimina tetramera,3,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Asimina triloba,4598,5.55,9.39,0,2,3,0,0,0,tropical (minimum temperature of coldest month <18°C) (2) | subtropical (3)
Aspalathus capitata,15,10.0,12.0,2,3,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (2) | tropical (minimum temperature of coldest month <18°C) (3)
Aspalathus pendula,19,8.19,12.0,2,3,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (2) | tropical (minimum temperature of coldest month <18°C) (3)
Aspalathus teres,22,9.16,12.0,2,3,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (2) | tropical (minimum temperature of coldest month <18°C) (3)
Aspalathus usnoides,3,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Aspalathus vulnerans,23,8.65,12.0,2,3,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (2) | tropical (minimum temperature of coldest month <18°C) (3)
Aspidosperma album,68,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Aspidosperma araracanga,19,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Aspidosperma australe,179,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Aspidosperma camporum,31,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Aspidosperma capitatum,9,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Aspidosperma carapanauba,29,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Aspidosperma cuspa,220,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Aspidosperma cylindrocarpon,222,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Aspidosperma darienense,41,12.0,12.0,1,0,0,0,0,1,tropical (minimum temperature of coldest month ≥18°C) (1) | polar (1)
Aspidosperma decussatum,34,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Aspidosperma desmanthum,253,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Aspidosperma discolor,138,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Aspidosperma dispermum,39,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Aspidosperma eburneum,5,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Aspidosperma excelsum,338,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Aspidosperma fendleri,10,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Aspidosperma glaucum,1,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Aspidosperma illustre,15,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Aspidosperma inundatum,5,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Aspidosperma macrocarpon,339,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Aspidosperma macrophyllum,18,12.0,12.0,1,0,0,0,0,1,tropical (minimum temperature of coldest month ≥18°C) (1) | polar (1)
Aspidosperma megalocarpon,303,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Aspidosperma megaphyllum,1,12.0,12.0,1,0,0,0,0,1,tropical (minimum temperature of coldest month ≥18°C) (1) | polar (1)
Aspidosperma multiflorum,153,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Aspidosperma myristicifolium,73,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Aspidosperma neblinae,6,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Aspidosperma nobile,78,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Aspidosperma oblongum,25,12.0,12.0,1,0,0,0,0,1,tropical (minimum temperature of coldest month ≥18°C) (1) | polar (1)
Aspidosperma pachypterum,48,12.0,12.0,1,0,0,0,0,1,tropical (minimum temperature of coldest month ≥18°C) (1) | polar (1)
Aspidosperma parvifolium,251,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Aspidosperma pichonianum,3,12.0,12.0,1,0,0,0,0,1,tropical (minimum temperature of coldest month ≥18°C) (1) | polar (1)
Aspidosperma polyneuron,218,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Aspidosperma pyricollum,70,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Aspidosperma pyrifolium,744,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Aspidosperma quebracho-blanco,208,10.04,12.0,2,3,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (2) | tropical (minimum temperature of coldest month <18°C) (3)
Aspidosperma ramiflorum,47,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Aspidosperma resonans,6,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Aspidosperma riedelii,31,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Aspidosperma rigidum,202,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Aspidosperma sandwithianum,12,12.0,12.0,1,0,0,0,0,1,tropical (minimum temperature of coldest month ≥18°C) (1) | polar (1)
Aspidosperma schultesii,101,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Aspidosperma spruceanum,364,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Aspidosperma steyermarkii,19,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Aspidosperma subincanum,265,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Aspidosperma thomasii,8,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Aspidosperma tomentosum,386,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Aspidosperma triternatum,26,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Aspidosperma ulei,30,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Aspidostemon andohahelensis,4,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Aspidostemon antongilensis,3,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Aspidostemon apiculatus,2,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Aspidostemon capuronii,1,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Aspidostemon conoideus,7,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Aspidostemon dolichocarpus,1,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Aspidostemon fungiformis,3,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Aspidostemon glandulosus,4,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Aspidostemon grayi,2,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Aspidostemon humbertianus,4,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Aspidostemon inconspicuus,1,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Aspidostemon insignis,1,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Aspidostemon lacrimans,2,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Aspidostemon litoralis,1,12.0,12.0,1,0,0,0,0,1,tropical (minimum temperature of coldest month ≥18°C) (1) | polar (1)
Aspidostemon longipedicellatus,6,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Aspidostemon lucens,2,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Aspidostemon macrophyllus,1,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Aspidostemon manongarivensis,1,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Aspidostemon masoalensis,1,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Aspidostemon microphyllus,2,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Aspidostemon occultus,3,12.0,12.0,1,0,0,0,0,1,tropical (minimum temperature of coldest month ≥18°C) (1) | polar (1)
Aspidostemon parvifolius,9,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Aspidostemon percoriaceus,2,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Aspidostemon perrieri,9,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Aspidostemon reticulatus,1,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Aspidostemon synandra,1,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Aspidostemon triantherus,1,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Aspidostemon trichandra,2,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Asplundianthus sagasteguii,4,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Astartea fascicularis,332,11.08,12.0,2,3,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (2) | tropical (minimum temperature of coldest month <18°C) (3)
Asteranthe asterias,73,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Asteranthe lutea,9,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Asteranthos brasiliensis,27,12.0,12.0,1,0,0,0,0,1,tropical (minimum temperature of coldest month ≥18°C) (1) | polar (1)
Asterogyne ramosa,1,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Asterogyne spicata,2,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Asterogyne yaracuyense,1,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Asteromyrtus angustifolia,74,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Asteromyrtus arnhemica,32,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Asteromyrtus brassii,127,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Asteromyrtus symphyocarpa,634,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Asteropeia amblyocarpa,61,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Asteropeia densiflora,65,11.08,12.0,2,3,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (2) | tropical (minimum temperature of coldest month <18°C) (3)
Asteropeia labatii,45,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Asteropeia matrambody,29,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Asteropeia mcphersonii,41,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Asteropeia micraster,32,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Asteropeia multiflora,133,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Asteropeia rhopaloides,64,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Astianthus viminalis,282,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Astragalus greggii,23,9.1,12.0,2,3,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (2) | tropical (minimum temperature of coldest month <18°C) (3)
Astrocalyx calycina,1,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Astrocaryum acaule,66,12.0,12.0,1,0,0,0,0,1,tropical (minimum temperature of coldest month ≥18°C) (1) | polar (1)
Astrocaryum aculeatissimum,61,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Astrocaryum aculeatum,258,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Astrocaryum alatum,75,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Astrocaryum carnosum,1,12.0,12.0,1,0,0,0,0,1,tropical (minimum temperature of coldest month ≥18°C) (1) | polar (1)
Astrocaryum chambira,260,12.0,12.0,1,0,0,0,0,1,tropical (minimum temperature of coldest month ≥18°C) (1) | polar (1)
Astrocaryum chonta,53,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Astrocaryum ciliatum,29,12.0,12.0,1,0,0,0,0,1,tropical (minimum temperature of coldest month ≥18°C) (1) | polar (1)
Astrocaryum confertum,10,12.0,12.0,1,0,0,0,0,1,tropical (minimum temperature of coldest month ≥18°C) (1) | polar (1)
Astrocaryum echinatum,1,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Astrocaryum faranae,52,12.0,12.0,1,0,0,0,0,1,tropical (minimum temperature of coldest month ≥18°C) (1) | polar (1)
Astrocaryum farinosum,2,12.0,12.0,1,0,0,0,0,1,tropical (minimum temperature of coldest month ≥18°C) (1) | polar (1)
Astrocaryum ferrugineum,6,12.0,12.0,1,0,0,0,0,1,tropical (minimum temperature of coldest month ≥18°C) (1) | polar (1)
Astrocaryum gratum,74,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Astrocaryum huaimi,24,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Astrocaryum huicungo,1,12.0,12.0,1,0,0,0,0,1,tropical (minimum temperature of coldest month ≥18°C) (1) | polar (1)
Astrocaryum jauari,104,12.0,12.0,1,0,0,0,0,1,tropical (minimum temperature of coldest month ≥18°C) (1) | polar (1)
Astrocaryum javarense,27,12.0,12.0,1,0,0,0,0,1,tropical (minimum temperature of coldest month ≥18°C) (1) | polar (1)
Astrocaryum macrocalyx,60,12.0,12.0,1,0,0,0,0,1,tropical (minimum temperature of coldest month ≥18°C) (1) | polar (1)
Astrocaryum malybo,36,12.0,12.0,1,0,0,0,0,1,tropical (minimum temperature of coldest month ≥18°C) (1) | polar (1)
Astrocaryum mexicanum,121,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Astrocaryum minus,4,12.0,12.0,1,0,0,0,0,1,tropical (minimum temperature of coldest month ≥18°C) (1) | polar (1)
Astrocaryum murumuru,102,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Astrocaryum paramaca,32,12.0,12.0,1,0,0,0,0,1,tropical (minimum temperature of coldest month ≥18°C) (1) | polar (1)
Astrocaryum perangustatum,5,12.0,12.0,1,0,0,0,0,1,tropical (minimum temperature of coldest month ≥18°C) (1) | polar (1)
Astrocaryum rodriguesii,7,12.0,12.0,1,0,0,0,0,1,tropical (minimum temperature of coldest month ≥18°C) (1) | polar (1)
Astrocaryum sciophilum,44,12.0,12.0,1,0,0,0,0,1,tropical (minimum temperature of coldest month ≥18°C) (1) | polar (1)
Astrocaryum scopatum,1,12.0,12.0,1,0,0,0,0,1,tropical (minimum temperature of coldest month ≥18°C) (1) | polar (1)
Astrocaryum standleyanum,87,12.0,12.0,1,0,0,0,0,1,tropical (minimum temperature of coldest month ≥18°C) (1) | polar (1)
Astrocaryum triandrum,4,12.0,12.0,1,0,0,0,0,1,tropical (minimum temperature of coldest month ≥18°C) (1) | polar (1)
Astrocaryum tucuma,3,12.0,12.0,1,0,0,0,0,1,tropical (minimum temperature of coldest month ≥18°C) (1) | polar (1)
Astrocaryum ulei,8,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Astrocaryum urostachys,119,12.0,12.0,1,0,0,0,0,1,tropical (minimum temperature of coldest month ≥18°C) (1) | polar (1)
Astrocaryum vulgare,47,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Astrocasia austinii,3,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Astrocasia jacobinensis,77,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Astrocasia peltata,20,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Astrocasia tremula,192,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Astrococcus cornutus,1,12.0,12.0,1,0,0,0,0,1,tropical (minimum temperature of coldest month ≥18°C) (1) | polar (1)
Astronia acuminatissima,1,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Astronia arborea,1,12.0,12.0,1,0,0,0,0,1,tropical (minimum temperature of coldest month ≥18°C) (1) | polar (1)
Astronia atroviridis,20,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Astronia beccariana,3,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Astronia benguetensis,1,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Astronia brunnea,3,0.0,12.0,2,9,9,9,3,0,tropical (minimum temperature of coldest month ≥18°C) (2) | tropical (minimum temperature of coldest month <18°C) (9) | subtropical (9) | temperate (9) | boreal (3)
Astronia columnaris,1,12.0,12.0,1,0,0,0,0,1,tropical (minimum temperature of coldest month ≥18°C) (1) | polar (1)
Astronia coriacea,3,0.0,12.0,2,9,9,9,3,0,tropical (minimum temperature of coldest month ≥18°C) (2) | tropical (minimum temperature of coldest month <18°C) (9) | subtropical (9) | temperate (9) | boreal (3)
Astronia crassiloba,2,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Astronia cumingiana,17,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Astronia cuspidata,3,12.0,12.0,1,0,0,0,0,1,tropical (minimum temperature of coldest month ≥18°C) (1) | polar (1)
Astronia elaterinervis,1,12.0,12.0,1,0,0,0,0,1,tropical (minimum temperature of coldest month ≥18°C) (1) | polar (1)
